myDescription,careAboutMonthDemand_Beta_01,t_month_Disaster,numMonthsToAvg,setScenarioProbabilitiesTo1OverN_Flag,minDisasterYear,maxDisasterYear,minYearSubset,maxYearSubset,truckDistanceMethod,expandWhichWarehousesCarryItem_01,maxDrivingTimeCutAbove_Hrs,minTimeRequiredToRespond,numDisasters,n_itemIter,initialInventorySum,objCostType,initialSuppliesVarFlag,warehouseID,myFractionOfDisastersUsingDummy,bigMCostDummy,rawDual,adjustedDual
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,31215,Cost,Actual,"Noumea, Marshall Islands",0.028985507246376812,1000000.0,-28841.207801054275,144.29944532253467
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,31215,Cost,Actual,"Rarotonga, Cook Islands",0.028985507246376812,1000000.0,-28840.779189430395,144.72805694641465
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,31215,Cost,Actual,"Honiara, Solomon Islands",0.028985507246376812,1000000.0,-28877.222380782885,108.28486559392786
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,31215,Cost,Actual,"Port Moresby, Papua New Guinea",0.028985507246376812,1000000.0,-29163.997400827055,-178.4901544502427
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,31215,Cost,Actual,"Suva, Fiji",0.028985507246376812,1000000.0,-29022.748662227594,-37.24141585078178
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,31215,Cost,Actual,"Port Vila, Vanuatu",0.028985507246376812,1000000.0,-28877.01669097771,108.49055539910296
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,31215,Cost,Actual,"Majuro, New Caledonia",0.028985507246376812,1000000.0,-29165.782448787835,-180.2752024110223
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,31215,Cost,Actual,"Brisbane, Australia",0.028985507246376812,1000000.0,-29164.201497367285,-178.69425099047112
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,31215,Cost,Actual,"Pohnpei, Federated States of Micronesia",0.028985507246376812,1000000.0,-28841.560445059,143.94680131781328
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,31215,Cost,Actual,"Nukualofa, Tonga",0.028985507246376812,1000000.0,-28876.715942029092,108.79130434772196
