Item,Disaster Type,Month,gglCountry,PersonsPerItem
MosquitoNetGen,DEFAULT,-1,Kiribati,1.00E+15
MosquitoNetGen,DEFAULT,-1,New Caledonia,1.00E+15
MosquitoNetGen,DEFAULT,-1,New Zealand,1.00E+15
MosquitoNetGen,DEFAULT,-1,Niue,1.00E+15
MosquitoNetGen,DEFAULT,-1,Palau,1.00E+15
MosquitoNetGen,DEFAULT,-1,Papua New Guinea,2.5
MosquitoNetGen,DEFAULT,-1,Samoa,1.00E+15
MosquitoNetGen,DEFAULT,-1,Tonga,1.00E+15
MosquitoNetGen,DEFAULT,-1,Tuvalu,1.00E+15
MosquitoNetGen,DEFAULT,-1,Vanuatu,2.5
MosquitoNetGen,DEFAULT,-1,Argentina,2.5
MosquitoNetGen,DEFAULT,-1,Bolivia,2.5
MosquitoNetGen,DEFAULT,-1,Brazil,2.5
MosquitoNetGen,DEFAULT,-1,Chile,1.00E+15
MosquitoNetGen,DEFAULT,-1,Colombia,2.5
MosquitoNetGen,DEFAULT,-1,Ecuador,2.5
MosquitoNetGen,DEFAULT,-1,French Guiana,2.5
MosquitoNetGen,DEFAULT,-1,Guyana,2.5
MosquitoNetGen,DEFAULT,-1,Paraguay,2.5
MosquitoNetGen,DEFAULT,-1,Peru,2.5
MosquitoNetGen,DEFAULT,-1,Suriname,2.5
MosquitoNetGen,DEFAULT,-1,Uruguay,1.00E+15
MosquitoNetGen,DEFAULT,-1,Venezuela,2.5
BlanketGen,DEFAULT,1,Afghanistan,0.45
BlanketGen,DEFAULT,2,Afghanistan,0.49
BlanketGen,DEFAULT,3,Afghanistan,0.62
BlanketGen,DEFAULT,4,Afghanistan,0.83
BlanketGen,DEFAULT,5,Afghanistan,1.14
BlanketGen,DEFAULT,6,Afghanistan,1.99
BlanketGen,DEFAULT,7,Afghanistan,3.17
BlanketGen,DEFAULT,8,Afghanistan,2.21
BlanketGen,DEFAULT,9,Afghanistan,1.15
BlanketGen,DEFAULT,10,Afghanistan,0.74
BlanketGen,DEFAULT,11,Afghanistan,0.56
BlanketGen,DEFAULT,12,Afghanistan,0.48
BlanketGen,DEFAULT,1,Albania,0.63
BlanketGen,DEFAULT,2,Albania,0.64
BlanketGen,DEFAULT,3,Albania,0.69
BlanketGen,DEFAULT,4,Albania,0.86
BlanketGen,DEFAULT,5,Albania,1.17
BlanketGen,DEFAULT,6,Albania,1.68
BlanketGen,DEFAULT,7,Albania,2.42
BlanketGen,DEFAULT,8,Albania,2.45
BlanketGen,DEFAULT,9,Albania,1.56
BlanketGen,DEFAULT,10,Albania,1.08
BlanketGen,DEFAULT,11,Albania,0.84
BlanketGen,DEFAULT,12,Albania,0.68
BlanketGen,DEFAULT,1,Algeria,0.64
BlanketGen,DEFAULT,2,Algeria,0.68
BlanketGen,DEFAULT,3,Algeria,0.75
BlanketGen,DEFAULT,4,Algeria,0.9
BlanketGen,DEFAULT,5,Algeria,1.2
BlanketGen,DEFAULT,6,Algeria,1.99
BlanketGen,DEFAULT,7,Algeria,3.75
BlanketGen,DEFAULT,8,Algeria,3.81
BlanketGen,DEFAULT,9,Algeria,2.1
BlanketGen,DEFAULT,10,Algeria,1.2
BlanketGen,DEFAULT,11,Algeria,0.83
BlanketGen,DEFAULT,12,Algeria,0.68
BlanketGen,DEFAULT,1,American Samoa,1E+15
BlanketGen,DEFAULT,2,American Samoa,1E+15
BlanketGen,DEFAULT,3,American Samoa,1.26
BlanketGen,DEFAULT,4,American Samoa,1E+15
BlanketGen,DEFAULT,5,American Samoa,2.47
BlanketGen,DEFAULT,6,American Samoa,1.22
BlanketGen,DEFAULT,7,American Samoa,45
BlanketGen,DEFAULT,8,American Samoa,28.13
BlanketGen,DEFAULT,9,American Samoa,45
BlanketGen,DEFAULT,10,American Samoa,225
BlanketGen,DEFAULT,11,American Samoa,56.25
BlanketGen,DEFAULT,12,American Samoa,1E+15
BlanketGen,DEFAULT,1,Angola,2.03
BlanketGen,DEFAULT,2,Angola,2.14
BlanketGen,DEFAULT,3,Angola,2.21
BlanketGen,DEFAULT,4,Angola,1.88
BlanketGen,DEFAULT,5,Angola,1.34
BlanketGen,DEFAULT,6,Angola,1.02
BlanketGen,DEFAULT,7,Angola,0.97
BlanketGen,DEFAULT,8,Angola,1.14
BlanketGen,DEFAULT,9,Angola,1.47
BlanketGen,DEFAULT,10,Angola,1.86
BlanketGen,DEFAULT,11,Angola,1.94
BlanketGen,DEFAULT,12,Angola,2.03
BlanketGen,DEFAULT,1,Anguilla,112.5
BlanketGen,DEFAULT,2,Anguilla,18.75
BlanketGen,DEFAULT,3,Anguilla,112.5
BlanketGen,DEFAULT,4,Anguilla,1E+15
BlanketGen,DEFAULT,5,Anguilla,1E+15
BlanketGen,DEFAULT,6,Anguilla,1E+15
BlanketGen,DEFAULT,7,Anguilla,1E+15
BlanketGen,DEFAULT,8,Anguilla,1E+15
BlanketGen,DEFAULT,9,Anguilla,1E+15
BlanketGen,DEFAULT,10,Anguilla,1E+15
BlanketGen,DEFAULT,11,Anguilla,1E+15
BlanketGen,DEFAULT,12,Anguilla,1E+15
BlanketGen,DEFAULT,1,Antigua and Barbuda,7.5
BlanketGen,DEFAULT,2,Antigua and Barbuda,7.5
BlanketGen,DEFAULT,3,Antigua and Barbuda,11.25
BlanketGen,DEFAULT,4,Antigua and Barbuda,11.84
BlanketGen,DEFAULT,5,Antigua and Barbuda,1E+15
BlanketGen,DEFAULT,6,Antigua and Barbuda,1E+15
BlanketGen,DEFAULT,7,Antigua and Barbuda,1E+15
BlanketGen,DEFAULT,8,Antigua and Barbuda,1E+15
BlanketGen,DEFAULT,9,Antigua and Barbuda,1E+15
BlanketGen,DEFAULT,10,Antigua and Barbuda,1E+15
BlanketGen,DEFAULT,11,Antigua and Barbuda,1E+15
BlanketGen,DEFAULT,12,Antigua and Barbuda,11.25
BlanketGen,DEFAULT,1,Argentina,1.62
BlanketGen,DEFAULT,2,Argentina,1.5
BlanketGen,DEFAULT,3,Argentina,1.22
BlanketGen,DEFAULT,4,Argentina,0.93
BlanketGen,DEFAULT,5,Argentina,0.75
BlanketGen,DEFAULT,6,Argentina,0.64
BlanketGen,DEFAULT,7,Argentina,0.62
BlanketGen,DEFAULT,8,Argentina,0.66
BlanketGen,DEFAULT,9,Argentina,0.74
BlanketGen,DEFAULT,10,Argentina,0.91
BlanketGen,DEFAULT,11,Argentina,1.13
BlanketGen,DEFAULT,12,Argentina,1.42
BlanketGen,DEFAULT,1,Armenia,0.35
BlanketGen,DEFAULT,2,Armenia,0.36
BlanketGen,DEFAULT,3,Armenia,0.41
BlanketGen,DEFAULT,4,Armenia,0.52
BlanketGen,DEFAULT,5,Armenia,0.66
BlanketGen,DEFAULT,6,Armenia,0.82
BlanketGen,DEFAULT,7,Armenia,1.05
BlanketGen,DEFAULT,8,Armenia,1.06
BlanketGen,DEFAULT,9,Armenia,0.76
BlanketGen,DEFAULT,10,Armenia,0.57
BlanketGen,DEFAULT,11,Armenia,0.45
BlanketGen,DEFAULT,12,Armenia,0.38
BlanketGen,DEFAULT,1,Australia,1.73
BlanketGen,DEFAULT,2,Australia,1.76
BlanketGen,DEFAULT,3,Australia,1.43
BlanketGen,DEFAULT,4,Australia,1.07
BlanketGen,DEFAULT,5,Australia,0.86
BlanketGen,DEFAULT,6,Australia,0.74
BlanketGen,DEFAULT,7,Australia,0.69
BlanketGen,DEFAULT,8,Australia,0.73
BlanketGen,DEFAULT,9,Australia,0.82
BlanketGen,DEFAULT,10,Australia,0.98
BlanketGen,DEFAULT,11,Australia,1.2
BlanketGen,DEFAULT,12,Australia,1.49
BlanketGen,DEFAULT,1,Austria,0.42
BlanketGen,DEFAULT,2,Austria,0.44
BlanketGen,DEFAULT,3,Austria,0.49
BlanketGen,DEFAULT,4,Austria,0.57
BlanketGen,DEFAULT,5,Austria,0.71
BlanketGen,DEFAULT,6,Austria,0.87
BlanketGen,DEFAULT,7,Austria,1
BlanketGen,DEFAULT,8,Austria,0.99
BlanketGen,DEFAULT,9,Austria,0.79
BlanketGen,DEFAULT,10,Austria,0.62
BlanketGen,DEFAULT,11,Austria,0.5
BlanketGen,DEFAULT,12,Austria,0.44
BlanketGen,DEFAULT,1,Azerbaijan,0.44
BlanketGen,DEFAULT,2,Azerbaijan,0.46
BlanketGen,DEFAULT,3,Azerbaijan,0.53
BlanketGen,DEFAULT,4,Azerbaijan,0.69
BlanketGen,DEFAULT,5,Azerbaijan,0.95
BlanketGen,DEFAULT,6,Azerbaijan,1.4
BlanketGen,DEFAULT,7,Azerbaijan,2.21
BlanketGen,DEFAULT,8,Azerbaijan,1.99
BlanketGen,DEFAULT,9,Azerbaijan,1.23
BlanketGen,DEFAULT,10,Azerbaijan,0.78
BlanketGen,DEFAULT,11,Azerbaijan,0.6
BlanketGen,DEFAULT,12,Azerbaijan,0.49
BlanketGen,DEFAULT,1,Bahrain,1.27
BlanketGen,DEFAULT,2,Bahrain,1.43
BlanketGen,DEFAULT,3,Bahrain,1.92
BlanketGen,DEFAULT,4,Bahrain,5.36
BlanketGen,DEFAULT,5,Bahrain,1E+15
BlanketGen,DEFAULT,6,Bahrain,1E+15
BlanketGen,DEFAULT,7,Bahrain,1E+15
BlanketGen,DEFAULT,8,Bahrain,1E+15
BlanketGen,DEFAULT,9,Bahrain,1E+15
BlanketGen,DEFAULT,10,Bahrain,1E+15
BlanketGen,DEFAULT,11,Bahrain,4.79
BlanketGen,DEFAULT,12,Bahrain,1.84
BlanketGen,DEFAULT,1,Bangladesh,1.06
BlanketGen,DEFAULT,2,Bangladesh,1.34
BlanketGen,DEFAULT,3,Bangladesh,2.65
BlanketGen,DEFAULT,4,Bangladesh,11.25
BlanketGen,DEFAULT,5,Bangladesh,1E+15
BlanketGen,DEFAULT,6,Bangladesh,1E+15
BlanketGen,DEFAULT,7,Bangladesh,1E+15
BlanketGen,DEFAULT,8,Bangladesh,1E+15
BlanketGen,DEFAULT,9,Bangladesh,1E+15
BlanketGen,DEFAULT,10,Bangladesh,20.45
BlanketGen,DEFAULT,11,Bangladesh,2.34
BlanketGen,DEFAULT,12,Bangladesh,1.23
BlanketGen,DEFAULT,1,Barbados,7.26
BlanketGen,DEFAULT,2,Barbados,5.36
BlanketGen,DEFAULT,3,Barbados,7.76
BlanketGen,DEFAULT,4,Barbados,14.06
BlanketGen,DEFAULT,5,Barbados,225
BlanketGen,DEFAULT,6,Barbados,1E+15
BlanketGen,DEFAULT,7,Barbados,225
BlanketGen,DEFAULT,8,Barbados,1E+15
BlanketGen,DEFAULT,9,Barbados,225
BlanketGen,DEFAULT,10,Barbados,1E+15
BlanketGen,DEFAULT,11,Barbados,112.5
BlanketGen,DEFAULT,12,Barbados,12.5
BlanketGen,DEFAULT,1,Belarus,0.39
BlanketGen,DEFAULT,2,Belarus,0.39
BlanketGen,DEFAULT,3,Belarus,0.46
BlanketGen,DEFAULT,4,Belarus,0.57
BlanketGen,DEFAULT,5,Belarus,0.76
BlanketGen,DEFAULT,6,Belarus,0.96
BlanketGen,DEFAULT,7,Belarus,1.09
BlanketGen,DEFAULT,8,Belarus,1
BlanketGen,DEFAULT,9,Belarus,0.76
BlanketGen,DEFAULT,10,Belarus,0.6
BlanketGen,DEFAULT,11,Belarus,0.5
BlanketGen,DEFAULT,12,Belarus,0.43
BlanketGen,DEFAULT,1,Belgium,0.51
BlanketGen,DEFAULT,2,Belgium,0.5
BlanketGen,DEFAULT,3,Belgium,0.56
BlanketGen,DEFAULT,4,Belgium,0.61
BlanketGen,DEFAULT,5,Belgium,0.76
BlanketGen,DEFAULT,6,Belgium,0.92
BlanketGen,DEFAULT,7,Belgium,1.06
BlanketGen,DEFAULT,8,Belgium,1.05
BlanketGen,DEFAULT,9,Belgium,0.88
BlanketGen,DEFAULT,10,Belgium,0.71
BlanketGen,DEFAULT,11,Belgium,0.6
BlanketGen,DEFAULT,12,Belgium,0.54
BlanketGen,DEFAULT,1,Belize,2.53
BlanketGen,DEFAULT,2,Belize,3.26
BlanketGen,DEFAULT,3,Belize,5.36
BlanketGen,DEFAULT,4,Belize,10.23
BlanketGen,DEFAULT,5,Belize,1E+15
BlanketGen,DEFAULT,6,Belize,1E+15
BlanketGen,DEFAULT,7,Belize,1E+15
BlanketGen,DEFAULT,8,Belize,45
BlanketGen,DEFAULT,9,Belize,1E+15
BlanketGen,DEFAULT,10,Belize,10.23
BlanketGen,DEFAULT,11,Belize,4.59
BlanketGen,DEFAULT,12,Belize,3
BlanketGen,DEFAULT,1,Benin,4.33
BlanketGen,DEFAULT,2,Benin,12.5
BlanketGen,DEFAULT,3,Benin,1E+15
BlanketGen,DEFAULT,4,Benin,1E+15
BlanketGen,DEFAULT,5,Benin,25
BlanketGen,DEFAULT,6,Benin,9
BlanketGen,DEFAULT,7,Benin,6.62
BlanketGen,DEFAULT,8,Benin,5.92
BlanketGen,DEFAULT,9,Benin,6.08
BlanketGen,DEFAULT,10,Benin,6.62
BlanketGen,DEFAULT,11,Benin,5.36
BlanketGen,DEFAULT,12,Benin,4.02
BlanketGen,DEFAULT,1,Bermuda,1.68
BlanketGen,DEFAULT,2,Bermuda,1.52
BlanketGen,DEFAULT,3,Bermuda,1.52
BlanketGen,DEFAULT,4,Bermuda,1.91
BlanketGen,DEFAULT,5,Bermuda,2.96
BlanketGen,DEFAULT,6,Bermuda,8.65
BlanketGen,DEFAULT,7,Bermuda,1E+15
BlanketGen,DEFAULT,8,Bermuda,1E+15
BlanketGen,DEFAULT,9,Bermuda,1E+15
BlanketGen,DEFAULT,10,Bermuda,8.04
BlanketGen,DEFAULT,11,Bermuda,2.88
BlanketGen,DEFAULT,12,Bermuda,1.91
BlanketGen,DEFAULT,1,Bhutan,0.54
BlanketGen,DEFAULT,2,Bhutan,0.61
BlanketGen,DEFAULT,3,Bhutan,0.72
BlanketGen,DEFAULT,4,Bhutan,0.85
BlanketGen,DEFAULT,5,Bhutan,1.23
BlanketGen,DEFAULT,6,Bhutan,1.73
BlanketGen,DEFAULT,7,Bhutan,1.6
BlanketGen,DEFAULT,8,Bhutan,1.86
BlanketGen,DEFAULT,9,Bhutan,1.65
BlanketGen,DEFAULT,10,Bhutan,1.05
BlanketGen,DEFAULT,11,Bhutan,0.73
BlanketGen,DEFAULT,12,Bhutan,0.6
BlanketGen,DEFAULT,1,Bolivia,1.17
BlanketGen,DEFAULT,2,Bolivia,1.15
BlanketGen,DEFAULT,3,Bolivia,1.09
BlanketGen,DEFAULT,4,Bolivia,0.93
BlanketGen,DEFAULT,5,Bolivia,0.78
BlanketGen,DEFAULT,6,Bolivia,0.7
BlanketGen,DEFAULT,7,Bolivia,0.7
BlanketGen,DEFAULT,8,Bolivia,0.75
BlanketGen,DEFAULT,9,Bolivia,0.89
BlanketGen,DEFAULT,10,Bolivia,1
BlanketGen,DEFAULT,11,Bolivia,1.09
BlanketGen,DEFAULT,12,Bolivia,1.15
BlanketGen,DEFAULT,1,Bosnia and Herzegovina,0.47
BlanketGen,DEFAULT,2,Bosnia and Herzegovina,0.49
BlanketGen,DEFAULT,3,Bosnia and Herzegovina,0.56
BlanketGen,DEFAULT,4,Bosnia and Herzegovina,0.66
BlanketGen,DEFAULT,5,Bosnia and Herzegovina,0.86
BlanketGen,DEFAULT,6,Bosnia and Herzegovina,1.11
BlanketGen,DEFAULT,7,Bosnia and Herzegovina,1.33
BlanketGen,DEFAULT,8,Bosnia and Herzegovina,1.29
BlanketGen,DEFAULT,9,Bosnia and Herzegovina,0.99
BlanketGen,DEFAULT,10,Bosnia and Herzegovina,0.74
BlanketGen,DEFAULT,11,Bosnia and Herzegovina,0.58
BlanketGen,DEFAULT,12,Bosnia and Herzegovina,0.5
BlanketGen,DEFAULT,1,Botswana,2.78
BlanketGen,DEFAULT,2,Botswana,2.47
BlanketGen,DEFAULT,3,Botswana,1.92
BlanketGen,DEFAULT,4,Botswana,1.26
BlanketGen,DEFAULT,5,Botswana,0.84
BlanketGen,DEFAULT,6,Botswana,0.68
BlanketGen,DEFAULT,7,Botswana,0.67
BlanketGen,DEFAULT,8,Botswana,0.79
BlanketGen,DEFAULT,9,Botswana,1.12
BlanketGen,DEFAULT,10,Botswana,1.7
BlanketGen,DEFAULT,11,Botswana,2.18
BlanketGen,DEFAULT,12,Botswana,2.47
BlanketGen,DEFAULT,1,Brazil,4.25
BlanketGen,DEFAULT,2,Brazil,4.17
BlanketGen,DEFAULT,3,Brazil,4.02
BlanketGen,DEFAULT,4,Brazil,3.46
BlanketGen,DEFAULT,5,Brazil,2.78
BlanketGen,DEFAULT,6,Brazil,2.27
BlanketGen,DEFAULT,7,Brazil,2.06
BlanketGen,DEFAULT,8,Brazil,2.16
BlanketGen,DEFAULT,9,Brazil,2.68
BlanketGen,DEFAULT,10,Brazil,3.36
BlanketGen,DEFAULT,11,Brazil,3.75
BlanketGen,DEFAULT,12,Brazil,4.09
BlanketGen,DEFAULT,1,British Virgin Islands,4.79
BlanketGen,DEFAULT,2,British Virgin Islands,4.79
BlanketGen,DEFAULT,3,British Virgin Islands,4.79
BlanketGen,DEFAULT,4,British Virgin Islands,8.33
BlanketGen,DEFAULT,5,British Virgin Islands,18.75
BlanketGen,DEFAULT,6,British Virgin Islands,1E+15
BlanketGen,DEFAULT,7,British Virgin Islands,1E+15
BlanketGen,DEFAULT,8,British Virgin Islands,1E+15
BlanketGen,DEFAULT,9,British Virgin Islands,112.5
BlanketGen,DEFAULT,10,British Virgin Islands,112.5
BlanketGen,DEFAULT,11,British Virgin Islands,10.23
BlanketGen,DEFAULT,12,British Virgin Islands,8.33
BlanketGen,DEFAULT,1,Brunei,32.14
BlanketGen,DEFAULT,2,Brunei,32.14
BlanketGen,DEFAULT,3,Brunei,32.14
BlanketGen,DEFAULT,4,Brunei,112.5
BlanketGen,DEFAULT,5,Brunei,112.5
BlanketGen,DEFAULT,6,Brunei,32.14
BlanketGen,DEFAULT,7,Brunei,18.75
BlanketGen,DEFAULT,8,Brunei,18.75
BlanketGen,DEFAULT,9,Brunei,18.75
BlanketGen,DEFAULT,10,Brunei,18.75
BlanketGen,DEFAULT,11,Brunei,18.75
BlanketGen,DEFAULT,12,Brunei,18.75
BlanketGen,DEFAULT,1,Bulgaria,0.46
BlanketGen,DEFAULT,2,Bulgaria,0.45
BlanketGen,DEFAULT,3,Bulgaria,0.54
BlanketGen,DEFAULT,4,Bulgaria,0.66
BlanketGen,DEFAULT,5,Bulgaria,0.89
BlanketGen,DEFAULT,6,Bulgaria,1.21
BlanketGen,DEFAULT,7,Bulgaria,1.48
BlanketGen,DEFAULT,8,Bulgaria,1.42
BlanketGen,DEFAULT,9,Bulgaria,1.05
BlanketGen,DEFAULT,10,Bulgaria,0.78
BlanketGen,DEFAULT,11,Bulgaria,0.6
BlanketGen,DEFAULT,12,Bulgaria,0.51
BlanketGen,DEFAULT,1,Burkina Faso,2.12
BlanketGen,DEFAULT,2,Burkina Faso,3.95
BlanketGen,DEFAULT,3,Burkina Faso,1E+15
BlanketGen,DEFAULT,4,Burkina Faso,1E+15
BlanketGen,DEFAULT,5,Burkina Faso,1E+15
BlanketGen,DEFAULT,6,Burkina Faso,1E+15
BlanketGen,DEFAULT,7,Burkina Faso,12.5
BlanketGen,DEFAULT,8,Burkina Faso,8.33
BlanketGen,DEFAULT,9,Burkina Faso,8.65
BlanketGen,DEFAULT,10,Burkina Faso,9.38
BlanketGen,DEFAULT,11,Burkina Faso,3.31
BlanketGen,DEFAULT,12,Burkina Faso,2.18
BlanketGen,DEFAULT,1,Burundi,1.49
BlanketGen,DEFAULT,2,Burundi,1.49
BlanketGen,DEFAULT,3,Burundi,1.49
BlanketGen,DEFAULT,4,Burundi,1.55
BlanketGen,DEFAULT,5,Burundi,1.46
BlanketGen,DEFAULT,6,Burundi,1.25
BlanketGen,DEFAULT,7,Burundi,1.17
BlanketGen,DEFAULT,8,Burundi,1.27
BlanketGen,DEFAULT,9,Burundi,1.43
BlanketGen,DEFAULT,10,Burundi,1.5
BlanketGen,DEFAULT,11,Burundi,1.48
BlanketGen,DEFAULT,12,Burundi,1.48
BlanketGen,DEFAULT,1,Cambodia,3.46
BlanketGen,DEFAULT,2,Cambodia,5.23
BlanketGen,DEFAULT,3,Cambodia,18.75
BlanketGen,DEFAULT,4,Cambodia,1E+15
BlanketGen,DEFAULT,5,Cambodia,1E+15
BlanketGen,DEFAULT,6,Cambodia,1E+15
BlanketGen,DEFAULT,7,Cambodia,1E+15
BlanketGen,DEFAULT,8,Cambodia,1E+15
BlanketGen,DEFAULT,9,Cambodia,1E+15
BlanketGen,DEFAULT,10,Cambodia,37.5
BlanketGen,DEFAULT,11,Cambodia,8.65
BlanketGen,DEFAULT,12,Cambodia,3.81
BlanketGen,DEFAULT,1,Cameroon,1.92
BlanketGen,DEFAULT,2,Cameroon,2.3
BlanketGen,DEFAULT,3,Cameroon,3.04
BlanketGen,DEFAULT,4,Cameroon,3.46
BlanketGen,DEFAULT,5,Cameroon,3.17
BlanketGen,DEFAULT,6,Cameroon,2.74
BlanketGen,DEFAULT,7,Cameroon,2.5
BlanketGen,DEFAULT,8,Cameroon,2.45
BlanketGen,DEFAULT,9,Cameroon,2.42
BlanketGen,DEFAULT,10,Cameroon,2.39
BlanketGen,DEFAULT,11,Cameroon,2.18
BlanketGen,DEFAULT,12,Cameroon,1.88
BlanketGen,DEFAULT,1,Canada,0.32
BlanketGen,DEFAULT,2,Canada,0.33
BlanketGen,DEFAULT,3,Canada,0.38
BlanketGen,DEFAULT,4,Canada,0.47
BlanketGen,DEFAULT,5,Canada,0.6
BlanketGen,DEFAULT,6,Canada,0.78
BlanketGen,DEFAULT,7,Canada,0.95
BlanketGen,DEFAULT,8,Canada,0.9
BlanketGen,DEFAULT,9,Canada,0.69
BlanketGen,DEFAULT,10,Canada,0.53
BlanketGen,DEFAULT,11,Canada,0.42
BlanketGen,DEFAULT,12,Canada,0.34
BlanketGen,DEFAULT,1,Cape Verde,2.32
BlanketGen,DEFAULT,2,Cape Verde,2.1
BlanketGen,DEFAULT,3,Cape Verde,2.27
BlanketGen,DEFAULT,4,Cape Verde,2.59
BlanketGen,DEFAULT,5,Cape Verde,3.13
BlanketGen,DEFAULT,6,Cape Verde,5
BlanketGen,DEFAULT,7,Cape Verde,11.25
BlanketGen,DEFAULT,8,Cape Verde,75
BlanketGen,DEFAULT,9,Cape Verde,1E+15
BlanketGen,DEFAULT,10,Cape Verde,37.5
BlanketGen,DEFAULT,11,Cape Verde,7.03
BlanketGen,DEFAULT,12,Cape Verde,3.17
BlanketGen,DEFAULT,1,Cayman Islands,5.77
BlanketGen,DEFAULT,2,Cayman Islands,5.36
BlanketGen,DEFAULT,3,Cayman Islands,7.76
BlanketGen,DEFAULT,4,Cayman Islands,13.24
BlanketGen,DEFAULT,5,Cayman Islands,1E+15
BlanketGen,DEFAULT,6,Cayman Islands,1E+15
BlanketGen,DEFAULT,7,Cayman Islands,1E+15
BlanketGen,DEFAULT,8,Cayman Islands,1E+15
BlanketGen,DEFAULT,9,Cayman Islands,1E+15
BlanketGen,DEFAULT,10,Cayman Islands,1E+15
BlanketGen,DEFAULT,11,Cayman Islands,112.5
BlanketGen,DEFAULT,12,Cayman Islands,11.84
BlanketGen,DEFAULT,1,Central African Republic,1.86
BlanketGen,DEFAULT,2,Central African Republic,2.53
BlanketGen,DEFAULT,3,Central African Republic,3.88
BlanketGen,DEFAULT,4,Central African Republic,4.33
BlanketGen,DEFAULT,5,Central African Republic,3.81
BlanketGen,DEFAULT,6,Central African Republic,3.26
BlanketGen,DEFAULT,7,Central African Republic,2.96
BlanketGen,DEFAULT,8,Central African Republic,2.92
BlanketGen,DEFAULT,9,Central African Republic,2.71
BlanketGen,DEFAULT,10,Central African Republic,2.74
BlanketGen,DEFAULT,11,Central African Republic,2.27
BlanketGen,DEFAULT,12,Central African Republic,1.79
BlanketGen,DEFAULT,1,Chad,1.42
BlanketGen,DEFAULT,2,Chad,1.8
BlanketGen,DEFAULT,3,Chad,3.75
BlanketGen,DEFAULT,4,Chad,32.14
BlanketGen,DEFAULT,5,Chad,1E+15
BlanketGen,DEFAULT,6,Chad,1E+15
BlanketGen,DEFAULT,7,Chad,11.84
BlanketGen,DEFAULT,8,Chad,7.03
BlanketGen,DEFAULT,9,Chad,8.33
BlanketGen,DEFAULT,10,Chad,5.63
BlanketGen,DEFAULT,11,Chad,2.32
BlanketGen,DEFAULT,12,Chad,1.45
BlanketGen,DEFAULT,1,Chile,1.04
BlanketGen,DEFAULT,2,Chile,1.03
BlanketGen,DEFAULT,3,Chile,0.91
BlanketGen,DEFAULT,4,Chile,0.81
BlanketGen,DEFAULT,5,Chile,0.74
BlanketGen,DEFAULT,6,Chile,0.68
BlanketGen,DEFAULT,7,Chile,0.65
BlanketGen,DEFAULT,8,Chile,0.67
BlanketGen,DEFAULT,9,Chile,0.71
BlanketGen,DEFAULT,10,Chile,0.77
BlanketGen,DEFAULT,11,Chile,0.84
BlanketGen,DEFAULT,12,Chile,0.95
BlanketGen,DEFAULT,1,China,0.39
BlanketGen,DEFAULT,2,China,0.43
BlanketGen,DEFAULT,3,China,0.53
BlanketGen,DEFAULT,4,China,0.72
BlanketGen,DEFAULT,5,China,1.03
BlanketGen,DEFAULT,6,China,1.6
BlanketGen,DEFAULT,7,China,2.5
BlanketGen,DEFAULT,8,China,2.1
BlanketGen,DEFAULT,9,China,1.19
BlanketGen,DEFAULT,10,China,0.75
BlanketGen,DEFAULT,11,China,0.53
BlanketGen,DEFAULT,12,China,0.43
BlanketGen,DEFAULT,1,Colombia,3.46
BlanketGen,DEFAULT,2,Colombia,3.88
BlanketGen,DEFAULT,3,Colombia,4.25
BlanketGen,DEFAULT,4,Colombia,4.5
BlanketGen,DEFAULT,5,Colombia,4.41
BlanketGen,DEFAULT,6,Colombia,4.25
BlanketGen,DEFAULT,7,Colombia,4.02
BlanketGen,DEFAULT,8,Colombia,4.09
BlanketGen,DEFAULT,9,Colombia,4.09
BlanketGen,DEFAULT,10,Colombia,3.88
BlanketGen,DEFAULT,11,Colombia,3.88
BlanketGen,DEFAULT,12,Colombia,3.04
BlanketGen,DEFAULT,1,Comoros,7.5
BlanketGen,DEFAULT,2,Comoros,8.04
BlanketGen,DEFAULT,3,Comoros,7.26
BlanketGen,DEFAULT,4,Comoros,6.25
BlanketGen,DEFAULT,5,Comoros,3.95
BlanketGen,DEFAULT,6,Comoros,2.59
BlanketGen,DEFAULT,7,Comoros,2.25
BlanketGen,DEFAULT,8,Comoros,2.32
BlanketGen,DEFAULT,9,Comoros,2.59
BlanketGen,DEFAULT,10,Comoros,3.69
BlanketGen,DEFAULT,11,Comoros,5.36
BlanketGen,DEFAULT,12,Comoros,7.5
BlanketGen,DEFAULT,1,Congo,5.11
BlanketGen,DEFAULT,2,Congo,5.11
BlanketGen,DEFAULT,3,Congo,6.08
BlanketGen,DEFAULT,4,Congo,6.25
BlanketGen,DEFAULT,5,Congo,5
BlanketGen,DEFAULT,6,Congo,2.92
BlanketGen,DEFAULT,7,Congo,2.27
BlanketGen,DEFAULT,8,Congo,2.42
BlanketGen,DEFAULT,9,Congo,3.31
BlanketGen,DEFAULT,10,Congo,4.79
BlanketGen,DEFAULT,11,Congo,4.89
BlanketGen,DEFAULT,12,Congo,5
BlanketGen,DEFAULT,1,Cook Islands,1E+15
BlanketGen,DEFAULT,2,Cook Islands,1E+15
BlanketGen,DEFAULT,3,Cook Islands,1E+15
BlanketGen,DEFAULT,4,Cook Islands,1E+15
BlanketGen,DEFAULT,5,Cook Islands,1E+15
BlanketGen,DEFAULT,6,Cook Islands,18.75
BlanketGen,DEFAULT,7,Cook Islands,10.71
BlanketGen,DEFAULT,8,Cook Islands,12.5
