myDescription,careAboutMonthDemand_Beta_01,t_month_Disaster,numMonthsToAvg,setScenarioProbabilitiesTo1OverN_Flag,minDisasterYear,maxDisasterYear,minYearSubset,maxYearSubset,truckDistanceMethod,expandWhichWarehousesCarryItem_01,maxDrivingTimeCutAbove_Hrs,minTimeRequiredToRespond,numDisasters,n_itemIter,initialInventorySum,objCostType,initialSuppliesVarFlag,warehouseID,myFractionOfDisastersUsingDummy,bigMCostDummy,rawDual,adjustedDual
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Cost,Actual,"Majuro, Marshall Islands",0.13768115942028986,50,-0.5866898009833488,6.297368170031144
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Cost,Actual,"Rarotonga, Cook Islands",0.13768115942028986,50,-0.16965573056495487,6.714402240449538
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Cost,Actual,"Pohnpei, Federated States of Micronesia",0.13768115942028986,50,-1.3159362632197054,5.568121707794788
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Cost,Actual,"Suva, Fiji",0.13768115942028986,50,-3.8365739013759916,3.0474840696385015
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Cost,Actual,"Noumea, New Caledonia",0.13768115942028986,50,-2.2944383162938724,4.589619654720621
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Cost,Actual,"Brisbane, Australia",0.13768115942028986,50,-0.8228524786064106,6.0612054924080825
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Cost,Actual,"43000 Subang, Selangor, Malaysia",0.13768115942028986,50,0.0,6.884057971014493
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Cost,Actual,"Honiara, Solomon Islands",0.13768115942028986,50,-0.8541840758073675,6.029873895207126
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Cost,Actual,"Auckland, New Zealand",0.13768115942028986,50,-1.2328241088417515,5.651233862172742
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Cost,Actual,"Nukualofa, Tonga",0.13768115942028986,50,-0.2666666666666675,6.617391304347826
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Cost,Actual,"Koror, Palau",0.13768115942028986,50,0.0,6.884057971014493
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Cost,Actual,"Port Vila, Vanuatu",0.13768115942028986,50,-0.567415615285709,6.316642355728784
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Cost,Actual,"Tarawa, Kiribati",0.13768115942028986,50,0.0,6.884057971014493
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Cost,Actual,"Apia, Samoa",0.13768115942028986,50,-0.6690888696456483,6.214969101368845
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Cost,Actual,"Funafuti, Tuvalu",0.13768115942028986,50,0.0,6.884057971014493
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Cost,Actual,"Lae, Papua New Guinea",0.13768115942028986,50,0.0,6.884057971014493
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Cost,Actual,"Sydney, Australia",0.13768115942028986,50,-0.5806014013705196,6.3034565696439735
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Time,Actual,"Majuro, Marshall Islands",0.07971014492753623,50,-0.4320141983784547,3.5534930479983564
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Time,Actual,"Rarotonga, Cook Islands",0.07971014492753623,50,-0.1368676704155467,3.8486395759612644
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Time,Actual,"Pohnpei, Federated States of Micronesia",0.07971014492753623,50,-0.9033002042646223,3.0822070421121888
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Time,Actual,"Suva, Fiji",0.07971014492753623,50,-3.6174935089828955,0.3680137373939154
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Time,Actual,"Noumea, New Caledonia",0.07971014492753623,50,-2.11144958617546,1.874057660201351
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Time,Actual,"Brisbane, Australia",0.07971014492753623,50,-1.615570012471927,2.369937233904884
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Time,Actual,"43000 Subang, Selangor, Malaysia",0.07971014492753623,50,0.0,3.985507246376811
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Time,Actual,"Honiara, Solomon Islands",0.07971014492753623,50,-0.8483598883327699,3.137147358044041
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Time,Actual,"Auckland, New Zealand",0.07971014492753623,50,-1.728509855511966,2.256997390864845
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Time,Actual,"Nukualofa, Tonga",0.07971014492753623,50,-0.28985507246376896,3.695652173913042
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Time,Actual,"Koror, Palau",0.07971014492753623,50,0.0,3.985507246376811
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Time,Actual,"Port Vila, Vanuatu",0.07971014492753623,50,-0.5529671316114277,3.4325401147653833
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Time,Actual,"Tarawa, Kiribati",0.07971014492753623,50,0.0,3.985507246376811
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Time,Actual,"Apia, Samoa",0.07971014492753623,50,-0.735984876454467,3.249522369922344
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Time,Actual,"Funafuti, Tuvalu",0.07971014492753623,50,0.0,3.985507246376811
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Time,Actual,"Lae, Papua New Guinea",0.07971014492753623,50,0.0,3.985507246376811
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Time,Actual,"Sydney, Australia",0.07971014492753623,50,-1.5488341785226454,2.4366730678541657
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,100,BlanketGen,125541,Cost,Actual,"Majuro, Marshall Islands",0.0,50,0.0,0.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,100,BlanketGen,125541,Cost,Actual,"Rarotonga, Cook Islands",0.0,50,0.0,0.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,100,BlanketGen,125541,Cost,Actual,"Pohnpei, Federated States of Micronesia",0.0,50,0.0,0.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,100,BlanketGen,125541,Cost,Actual,"Suva, Fiji",0.0,50,-0.2932476233498493,-0.2932476233498493
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,100,BlanketGen,125541,Cost,Actual,"Noumea, New Caledonia",0.0,50,-0.22375342539534737,-0.22375342539534737
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,100,BlanketGen,125541,Cost,Actual,"Brisbane, Australia",0.0,50,0.0,0.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,100,BlanketGen,125541,Cost,Actual,"43000 Subang, Selangor, Malaysia",0.0,50,0.0,0.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,100,BlanketGen,125541,Cost,Actual,"Honiara, Solomon Islands",0.0,50,-0.10923855070865866,-0.10923855070865866
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,100,BlanketGen,125541,Cost,Actual,"Nukualofa, Tonga",0.0,50,0.0,0.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,100,BlanketGen,125541,Cost,Actual,"Koror, Palau",0.0,50,0.0,0.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,100,BlanketGen,125541,Cost,Actual,"Port Vila, Vanuatu",0.0,50,0.0,0.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,100,BlanketGen,125541,Cost,Actual,"Tarawa, Kiribati",0.0,50,0.0,0.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,100,BlanketGen,125541,Cost,Actual,"Apia, Samoa",0.0,50,-0.028778443350530043,-0.028778443350530043
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,100,BlanketGen,125541,Cost,Actual,"Auckland, New Zealand",0.0,50,-0.01965558289313518,-0.01965558289313518
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,100,BlanketGen,125541,Cost,Actual,"Sydney, Australia",0.0,50,0.0,0.0
