myDescription,careAboutMonthDemand_Beta_01,t_month_Disaster,numMonthsToAvg,setScenarioProbabilitiesTo1OverN_Flag,minDisasterYear,maxDisasterYear,minYearSubset,maxYearSubset,truckDistanceMethod,expandWhichWarehousesCarryItem_01,maxDrivingTimeCutAbove_Hrs,minTimeRequiredToRespond,numDisasters,n_itemIter,initialInventorySum,objCostType,initialSuppliesVarFlag,warehouseID,myFractionOfDisastersUsingDummy,bigMCostDummy,rawDual,adjustedDual
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Cost,Actual,"Majuro, Marshall Islands",0.021739130434782608,10000,-109.46399191720472,107.92731243062137
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Cost,Actual,"Rarotonga, Cook Islands",0.021739130434782608,10000,-108.8951314592786,108.49617288854749
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Cost,Actual,"Pohnpei, Federated States of Micronesia",0.021739130434782608,10000,-110.1144229604679,107.27688138735819
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Cost,Actual,"Suva, Fiji",0.021739130434782608,10000,-255.1791934927537,-37.78788914492762
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Cost,Actual,"Noumea, New Caledonia",0.021739130434782608,10000,-108.8270571412409,108.5642472065852
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Cost,Actual,"Brisbane, Australia",0.021739130434782608,10000,-397.2330381964156,-179.8417338485895
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Cost,Actual,"Port Vila, Vanuatu",0.021739130434782608,10000,-145.13263300658986,72.25867134123624
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Cost,Actual,"Honiara, Solomon Islands",0.021739130434782608,10000,-145.51072961963638,71.88057472818971
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Cost,Actual,"Auckland, New Zealand",0.021739130434782608,10000,-397.899508514334,-180.50820416650788
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Cost,Actual,"Nukualofa, Tonga",0.021739130434782608,10000,-144.8318840579708,72.5594202898553
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Cost,Actual,"Koror, Palau",0.021739130434782608,10000,-108.69565217391288,108.69565217391322
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Cost,Actual,"Tarawa, Kiribati",0.021739130434782608,10000,-108.69565217391288,108.69565217391322
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Cost,Actual,"Apia, Samoa",0.021739130434782608,10000,-145.7168354595284,71.6744688882977
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Cost,Actual,"Lae, Papua New Guinea",0.021739130434782608,10000,-108.69565217391288,108.69565217391322
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Cost,Actual,"43000 Subang, Selangor, Malaysia",0.021739130434782608,10000,-394.2439880154503,-176.8526836676242
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Cost,Actual,"Funafuti, Tuvalu",0.021739130434782608,10000,-108.69565217391288,108.69565217391322
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Cost,Actual,"Sydney, Australia",0.021739130434782608,10000,-396.9723935375599,-179.58108918973386
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Time,Actual,"Majuro, Marshall Islands",0.057971014492753624,10000,-0.48205550479940484,579.2280894227368
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Time,Actual,"Rarotonga, Cook Islands",0.057971014492753624,10000,-0.14508352573261618,579.5650614018036
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Time,Actual,"Pohnpei, Federated States of Micronesia",0.057971014492753624,10000,-0.9316292740538756,578.7785156534824
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Time,Actual,"Suva, Fiji",0.057971014492753624,10000,-290.91044576595993,288.7996991615763
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Time,Actual,"Noumea, New Caledonia",0.057971014492753624,10000,-0.12633027007484543,579.5838146574614
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Time,Actual,"Brisbane, Australia",0.057971014492753624,10000,-578.2571950155807,1.4529499119555425
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Time,Actual,"Port Vila, Vanuatu",0.057971014492753624,10000,-72.65441640697361,507.05572852056264
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Time,Actual,"Honiara, Solomon Islands",0.057971014492753624,10000,-72.84870580810042,506.86143911943583
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Time,Actual,"Auckland, New Zealand",0.057971014492753624,10000,-578.4407956541257,1.2693492734104672
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Time,Actual,"Nukualofa, Tonga",0.057971014492753624,10000,-72.39130434782601,507.31884057971024
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Time,Actual,"Koror, Palau",0.057971014492753624,10000,0.0,579.7101449275362
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Time,Actual,"Tarawa, Kiribati",0.057971014492753624,10000,0.0,579.7101449275362
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Time,Actual,"Apia, Samoa",0.057971014492753624,10000,-72.84409967943247,506.8660452481038
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Time,Actual,"Lae, Papua New Guinea",0.057971014492753624,10000,0.0,579.7101449275362
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Time,Actual,"43000 Subang, Selangor, Malaysia",0.057971014492753624,10000,-577.4337652136618,2.276379713874462
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Time,Actual,"Funafuti, Tuvalu",0.057971014492753624,10000,0.0,579.7101449275362
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,KitchenSetGen,37881,Time,Actual,"Sydney, Australia",0.057971014492753624,10000,-578.1853920792569,1.5247528482793768
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,100,BlanketGen,125541,Cost,Actual,"Majuro, Marshall Islands",0.0,10000,0.0,0.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,100,BlanketGen,125541,Cost,Actual,"Rarotonga, Cook Islands",0.0,10000,0.0,0.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,100,BlanketGen,125541,Cost,Actual,"Pohnpei, Federated States of Micronesia",0.0,10000,0.0,0.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,100,BlanketGen,125541,Cost,Actual,"Suva, Fiji",0.0,10000,-0.2932476233498487,-0.2932476233498487
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,100,BlanketGen,125541,Cost,Actual,"Noumea, New Caledonia",0.0,10000,-0.13421650275277627,-0.13421650275277627
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,100,BlanketGen,125541,Cost,Actual,"Brisbane, Australia",0.0,10000,0.0,0.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,100,BlanketGen,125541,Cost,Actual,"43000 Subang, Selangor, Malaysia",0.0,10000,0.0,0.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,100,BlanketGen,125541,Cost,Actual,"Honiara, Solomon Islands",0.0,10000,-0.10923855070865846,-0.10923855070865846
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,100,BlanketGen,125541,Cost,Actual,"Nukualofa, Tonga",0.0,10000,0.0,0.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,100,BlanketGen,125541,Cost,Actual,"Koror, Palau",0.0,10000,0.0,0.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,100,BlanketGen,125541,Cost,Actual,"Port Vila, Vanuatu",0.0,10000,0.0,0.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,100,BlanketGen,125541,Cost,Actual,"Tarawa, Kiribati",0.0,10000,0.0,0.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,100,BlanketGen,125541,Cost,Actual,"Apia, Samoa",0.0,10000,-0.054422856930460235,-0.054422856930460235
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,100,BlanketGen,125541,Cost,Actual,"Auckland, New Zealand",0.0,10000,-0.019655582893135154,-0.019655582893135154
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,100,BlanketGen,125541,Cost,Actual,"Sydney, Australia",0.0,10000,0.0,0.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,100,BlanketGen,125541,Cost,Actual,"Funafuti, Tuvalu",0.0,10000,0.0,0.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,100,BlanketGen,125541,Cost,Actual,"Lae, Papua New Guinea",0.0,10000,0.0,0.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,100,BlanketGen,125541,Time,Actual,"Majuro, Marshall Islands",0.0,10000,0.0,0.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,100,BlanketGen,125541,Time,Actual,"Rarotonga, Cook Islands",0.0,10000,0.0,0.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,100,BlanketGen,125541,Time,Actual,"Pohnpei, Federated States of Micronesia",0.0,10000,0.0,0.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,100,BlanketGen,125541,Time,Actual,"Suva, Fiji",0.0,10000,-0.9493425980619272,-0.9493425980619272
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,100,BlanketGen,125541,Time,Actual,"Noumea, New Caledonia",0.0,10000,-0.5230073181096477,-0.5230073181096477
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,100,BlanketGen,125541,Time,Actual,"Brisbane, Australia",0.0,10000,0.0,0.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,100,BlanketGen,125541,Time,Actual,"43000 Subang, Selangor, Malaysia",0.0,10000,0.0,0.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,100,BlanketGen,125541,Time,Actual,"Honiara, Solomon Islands",0.0,10000,-0.3707366458992183,-0.3707366458992183
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,100,BlanketGen,125541,Time,Actual,"Nukualofa, Tonga",0.0,10000,0.0,0.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,100,BlanketGen,125541,Time,Actual,"Koror, Palau",0.0,10000,0.0,0.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,100,BlanketGen,125541,Time,Actual,"Port Vila, Vanuatu",0.0,10000,0.0,0.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,100,BlanketGen,125541,Time,Actual,"Tarawa, Kiribati",0.0,10000,0.0,0.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,100,BlanketGen,125541,Time,Actual,"Apia, Samoa",0.0,10000,-0.19837214164516725,-0.19837214164516725
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,100,BlanketGen,125541,Time,Actual,"Auckland, New Zealand",0.0,10000,-0.021947522749359294,-0.021947522749359294
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,100,BlanketGen,125541,Time,Actual,"Sydney, Australia",0.0,10000,0.0,0.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,100,BlanketGen,125541,Time,Actual,"Funafuti, Tuvalu",0.0,10000,0.0,0.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,100,BlanketGen,125541,Time,Actual,"Lae, Papua New Guinea",0.0,10000,0.0,0.0
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20895,Cost,Actual,"Majuro, Marshall Islands",0.08695652173913043,10000,-1.6903474352423018,867.8748699560621
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20895,Cost,Actual,"Rarotonga, Cook Islands",0.08695652173913043,10000,-0.8777088556091712,868.6875085356952
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20895,Cost,Actual,"Pohnpei, Federated States of Micronesia",0.08695652173913043,10000,-3.121295730421025,866.4439216608833
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20895,Cost,Actual,"Lae, Papua New Guinea",0.08695652173913043,10000,0.0,869.5652173913044
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20895,Cost,Actual,"Noumea, New Caledonia",0.08695652173913043,10000,-0.2890909281217091,869.2761264631827
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20895,Cost,Actual,"Tarawa, Kiribati",0.08695652173913043,10000,-1.0369245867182144,868.5282928045862
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20895,Cost,Actual,"Brisbane, Australia",0.08695652173913043,10000,-861.8687147223209,7.69650266898347
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20895,Cost,Actual,"Port Vila, Vanuatu",0.08695652173913043,10000,-72.91498102029516,796.6502363710092
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20895,Cost,Actual,"Honiara, Solomon Islands",0.08695652173913043,10000,-146.97721738371672,722.5880000075877
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20895,Cost,Actual,"Auckland, New Zealand",0.08695652173913043,10000,-863.3792164053257,6.186000985978751
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20895,Cost,Actual,"Nukualofa, Tonga",0.08695652173913043,10000,-75.35810486451862,794.2071125267857
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20895,Cost,Actual,"Koror, Palau",0.08695652173913043,10000,0.0,869.5652173913044
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20895,Cost,Actual,"Suva, Fiji",0.08695652173913043,10000,-365.66404436513494,503.90117302616943
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20895,Cost,Actual,"Apia, Samoa",0.08695652173913043,10000,-216.5304347826085,653.0347826086959
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20895,Cost,Actual,"43000 Subang, Selangor, Malaysia",0.08695652173913043,10000,-855.2928043241975,14.272413067106896
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20895,Cost,Actual,"Funafuti, Tuvalu",0.08695652173913043,10000,0.0,869.5652173913044
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20895,Cost,Actual,"Sydney, Australia",0.08695652173913043,10000,-861.2952964728386,8.269920918465772
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20895,Time,Actual,"Majuro, Marshall Islands",0.08695652173913043,10000,-0.48205550479940484,869.083161886505
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20895,Time,Actual,"Rarotonga, Cook Islands",0.08695652173913043,10000,-0.29016705146523236,869.2750503398391
testRun,1,-1,3,1,1900,2017,1900,2017,google,0,100,1000000.0,138,ShelterKit,20895,Time,Actual,"Pohnpei, Federated States of Micronesia",0.08695652173913043,10000,-0.9316292740538756,868.6335881172505
